name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,fly_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness
Torterra,389,Overgrow~Shell Armor,Grass~Ground,95,109,105,75,85,56,22,3100,Continent Pokémon,4,0.125,False,False,False,False,True,False,236,45,Monster~Grass,20.0,70,False,Grotle,Green,Quadruped,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
Chimchar,390,Blaze~Iron Fist,Fire,44,58,44,58,44,61,5,62,Chimp Pokémon,4,0.125,False,False,False,False,True,False,62,45,Field~Human-Like,20.0,70,True,,Brown,Upright,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Monferno,391,Blaze~Iron Fist,Fire~Fighting,64,78,52,78,52,81,9,220,Playful Pokémon,4,0.125,False,False,False,False,True,False,142,45,Field~Human-Like,20.0,70,True,Chimchar,Brown,Upright,7.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Infernape,392,Blaze~Iron Fist,Fire~Fighting,76,104,71,104,71,108,12,550,Flame Pokémon,4,0.125,False,False,False,False,True,False,240,45,Field~Human-Like,20.0,70,False,Monferno,Brown,Upright,7.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Piplup,393,Torrent~Defiant,Water,53,51,53,61,56,40,4,52,Penguin Pokémon,4,0.125,False,False,False,False,True,False,63,45,Water 1~Field,20.0,70,True,,Blue,Humanoid,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Prinplup,394,Torrent~Defiant,Water,64,66,68,81,76,50,8,230,Penguin Pokémon,4,0.125,False,False,False,False,True,False,142,45,Water 1~Field,20.0,70,True,Piplup,Blue,Upright,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Empoleon,395,Torrent~Defiant,Water~Steel,84,86,88,111,101,60,17,845,Emperor Pokémon,4,0.125,False,False,False,False,True,False,239,45,Water 1~Field,20.0,70,False,Prinplup,Blue,Upright,1.0,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
Starly,396,Keen Eye~Reckless,Normal~Flying,40,55,30,30,30,60,3,20,Starling Pokémon,4,0.5,False,False,False,False,True,False,49,255,Flying,15.0,70,True,,Brown,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Staravia,397,Intimidate~Reckless,Normal~Flying,55,75,50,40,40,80,6,155,Starling Pokémon,4,0.5,False,False,False,False,True,False,119,120,Flying,15.0,70,True,Starly,Brown,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Staraptor,398,Intimidate~Reckless,Normal~Flying,85,120,70,50,60,100,12,249,Predator Pokémon,4,0.5,False,False,False,False,True,False,218,45,Flying,15.0,70,False,Staravia,Brown,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Bidoof,399,Simple~Unaware~Moody,Normal,59,45,40,35,40,31,5,200,Plump Mouse Pokémon,4,0.5,False,False,False,False,True,False,50,255,Water 1~Field,15.0,70,True,,Brown,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Bibarel,400,Simple~Unaware~Moody,Normal~Water,79,85,60,55,60,71,10,315,Beaver Pokémon,4,0.5,False,False,False,False,True,False,144,127,Water 1~Field,15.0,70,False,Bidoof,Brown,Upright,1.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
Kricketot,401,Shed Skin~Run Away,Bug,37,25,41,25,41,25,3,22,Cricket Pokémon,4,0.5,False,False,False,False,True,False,39,255,Bug,15.0,70,True,,Red,Humanoid,19.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Kricketune,402,Swarm~Technician,Bug,77,85,51,55,51,65,10,255,Cricket Pokémon,4,0.5,False,False,False,False,True,False,134,45,Bug,15.0,70,False,Kricketot,Red,Bug-Wings,19.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Shinx,403,Rivalry~Intimidate~Guts,Electric,45,65,34,40,34,45,5,95,Flash Pokémon,4,0.5,False,False,False,False,True,False,53,235,Field,20.0,70,True,,Blue,Quadruped,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Luxio,404,Rivalry~Intimidate~Guts,Electric,60,85,49,60,49,60,9,305,Spark Pokémon,4,0.5,False,False,False,False,True,False,127,120,Field,20.0,100,True,Shinx,Blue,Quadruped,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Luxray,405,Rivalry~Intimidate~Guts,Electric,80,120,79,95,79,70,14,420,Gleam Eyes Pokémon,4,0.5,False,False,False,False,True,False,235,45,Field,20.0,70,False,Luxio,Blue,Quadruped,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Budew,406,Natural Cure~Poison Point~Leaf Guard,Grass~Poison,40,30,35,50,70,55,2,12,Bud Pokémon,4,0.5,False,True,False,False,True,False,56,255,Undiscovered,20.0,70,True,,Green,Humanoid,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Roserade,407,Natural Cure~Poison Point~Technician,Grass~Poison,60,70,65,125,105,90,9,145,Bouquet Pokémon,4,0.5,False,False,False,False,True,False,232,75,Fairy~Grass,20.0,70,False,Roselia,Green,Humanoid,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Cranidos,408,Mold Breaker~Sheer Force,Rock,67,125,40,30,30,58,9,315,Head Butt Pokémon,4,0.125,False,False,False,False,True,False,70,45,Monster,30.0,70,True,,Blue,Upright,16.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Rampardos,409,Mold Breaker~Sheer Force,Rock,97,165,60,65,50,58,16,1025,Head Butt Pokémon,4,0.125,False,False,False,False,True,False,173,45,Monster,30.0,70,False,Cranidos,Blue,Upright,16.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Shieldon,410,Sturdy~Soundproof,Rock~Steel,30,42,118,42,88,30,5,570,Shield Pokémon,4,0.125,False,False,False,False,True,False,70,45,Monster,30.0,70,True,,Gray,Quadruped,7.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Bastiodon,411,Sturdy~Soundproof,Rock~Steel,60,52,168,47,138,30,13,1495,Shield Pokémon,4,0.125,False,False,False,False,True,False,173,45,Monster,30.0,70,False,Shieldon,Gray,Quadruped,7.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Burmy,412,Shed Skin~Overcoat,Bug,40,29,45,29,45,36,2,34,Bagworm Pokémon,4,0.5,False,False,False,False,True,True,45,120,Bug,15.0,70,True,,Green,Blob,19.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Wormadam Plant,413,Anticipation~Overcoat,Bug~Grass,60,59,85,79,105,36,5,65,Bagworm Pokémon,4,1.0,False,False,False,False,True,False,148,45,Bug,15.0,70,False,Burmy,Green,Blob,6.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Wormadam Sandy,413,Anticipation~Overcoat,Bug~Ground,60,79,105,59,85,36,5,65,Bagworm Pokémon,4,1.0,False,False,False,False,False,False,148,45,Bug,15.0,70,False,Burmy,Green,Blob,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wormadam Trash,413,Anticipation~Overcoat,Bug~Steel,60,69,95,69,95,36,5,65,Bagworm Pokémon,4,1.0,False,False,False,False,False,False,148,45,Bug,15.0,70,False,Burmy,Green,Blob,7.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Mothim,414,Swarm~Tinted Lens,Bug~Flying,70,94,50,94,50,66,9,233,Moth Pokémon,4,0.0,False,False,False,False,True,False,148,45,Bug,15.0,70,False,Burmy,Yellow,Bug-Wings,14.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Combee,415,Honey Gather~Hustle,Bug~Flying,30,30,42,30,42,70,3,55,Tiny Bee Pokémon,4,0.125,False,False,False,False,True,False,49,120,Bug,15.0,70,True,,Yellow,Heads,14.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Vespiquen,416,Pressure~Unnerve,Bug~Flying,70,80,102,80,102,40,12,385,Beehive Pokémon,4,1.0,False,False,False,False,True,False,166,45,Bug,15.0,70,False,Combee,Yellow,Bug-Wings,14.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Pachirisu,417,Run Away~Pickup~Volt Absorb,Electric,60,45,70,45,90,95,4,39,EleSquirrel Pokémon,4,0.5,False,False,False,False,True,False,142,200,Field~Fairy,10.0,100,False,,White,Quadruped,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Buizel,418,Swift Swim~Water Veil,Water,55,65,35,60,30,85,7,295,Sea Weasel Pokémon,4,0.5,False,False,False,False,True,False,66,190,Water 1~Field,20.0,70,True,,Brown,Quadruped,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Floatzel,419,Swift Swim~Water Veil,Water,85,105,55,85,50,115,11,335,Sea Weasel Pokémon,4,0.5,False,False,False,False,True,False,173,75,Water 1~Field,20.0,70,False,Buizel,Brown,Quadruped,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Cherubi,420,Chlorophyll,Grass,45,35,45,62,53,35,4,33,Cherry Pokémon,4,0.5,False,False,False,False,True,False,55,190,Fairy~Grass,20.0,70,True,,Pink,Heads,43.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Cherrim,421,Flower Gift,Grass,70,60,70,87,78,85,5,93,Blossom Pokémon,4,0.5,False,False,False,False,True,True,158,75,Fairy~Grass,20.0,70,False,Cherubi,Purple,Legs,43.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Shellos,422,Sticky Hold~Storm Drain~Sand Force,Water,76,48,48,57,62,34,3,63,Sea Slug Pokémon,4,0.5,False,False,False,False,True,False,65,190,Water 1~Amorphous,20.0,70,True,,Purple,Squiggle,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Gastrodon,423,Sticky Hold~Storm Drain~Sand Force,Water~Ground,111,83,68,92,82,39,9,299,Sea Slug Pokémon,4,0.5,False,False,False,False,True,False,166,75,Water 1~Amorphous,20.0,70,False,Shellos,Purple,Squiggle,10.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Ambipom,424,Technician~Pickup~Skill Link,Normal,75,100,66,60,66,115,12,203,Long Tail Pokémon,4,0.5,False,False,False,False,True,False,169,45,Field,20.0,100,False,Aipom,Purple,Upright,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Drifloon,425,Aftermath~Unburden~Flare Boost,Ghost~Flying,90,50,34,60,44,70,4,12,Balloon Pokémon,4,0.5,False,False,False,False,True,False,70,125,Amorphous,30.0,70,True,,Purple,Arms,3.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
Drifblim,426,Aftermath~Unburden~Flare Boost,Ghost~Flying,150,80,44,90,54,80,12,150,Blimp Pokémon,4,0.5,False,False,False,False,True,False,174,60,Amorphous,30.0,70,False,Drifloon,Purple,Arms,3.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
Buneary,427,Run Away~Klutz~Limber,Normal,55,66,44,44,56,85,4,55,Rabbit Pokémon,4,0.5,False,False,False,False,True,False,70,190,Field~Human-Like,20.0,0,True,,Brown,Upright,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Lopunny,428,Cute Charm~Klutz~Limber,Normal,65,76,84,54,96,105,12,333,Rabbit Pokémon,4,0.5,False,False,False,False,True,True,168,60,Field~Human-Like,20.0,140,False,Buneary,Brown,Upright,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Lopunny Mega,428,Scrappy,Normal~Fighting,65,136,94,54,96,135,13,283,Rabbit Pokémon,4,0.5,False,False,False,False,False,True,203,60,Field~Human-Like,20.0,140,False,Buneary,Brown,Upright,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
Mismagius,429,Levitate,Ghost,60,60,60,105,105,105,9,44,Magical Pokémon,4,0.5,False,False,False,False,True,False,173,45,Amorphous,25.0,35,False,Misdreavus,Purple,Ball,15.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Honchkrow,430,Insomnia~Super Luck~Moxie,Dark~Flying,100,125,52,105,52,71,9,273,Big Boss Pokémon,4,0.5,False,False,False,False,True,False,177,30,Flying,20.0,35,False,Murkrow,Black,Wings,6.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Glameow,431,Limber~Own Tempo~Keen Eye,Normal,49,55,42,42,37,85,5,39,Catty Pokémon,4,0.75,False,False,False,False,True,False,62,190,Field,20.0,70,True,,Gray,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Purugly,432,Thick Fat~Own Tempo~Defiant,Normal,71,82,64,64,59,112,10,438,Tiger Cat Pokémon,4,0.75,False,False,False,False,True,False,158,75,Field,20.0,70,False,Glameow,Gray,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Chingling,433,Levitate,Psychic,45,30,50,65,50,45,2,6,Bell Pokémon,4,0.5,False,True,False,False,True,False,57,120,Undiscovered,25.0,70,True,,Yellow,Humanoid,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Stunky,434,Stench~Aftermath~Keen Eye,Poison~Dark,63,63,47,41,41,74,4,192,Skunk Pokémon,4,0.5,False,False,False,False,True,False,66,225,Field,20.0,70,True,,Purple,Quadruped,5.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Skuntank,435,Stench~Aftermath~Keen Eye,Poison~Dark,103,93,67,71,61,84,10,380,Skunk Pokémon,4,0.5,False,False,False,False,True,False,168,60,Field,20.0,70,False,Stunky,Purple,Quadruped,5.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Bronzor,436,Levitate~Heatproof~Heavy Metal,Steel~Psychic,57,24,86,24,86,23,5,605,Bronze Pokémon,4,0.0,True,False,False,False,True,False,60,255,Mineral,20.0,70,True,,Green,Ball,9.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Bronzong,437,Levitate~Heatproof~Heavy Metal,Steel~Psychic,67,89,116,79,116,33,13,1870,Bronze Bell Pokémon,4,0.0,True,False,False,False,True,False,175,90,Mineral,20.0,70,False,Bronzor,Green,Arms,9.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Bonsly,438,Sturdy~Rock Head~Rattled,Rock,50,80,95,10,45,10,5,150,Bonsai Pokémon,4,0.5,False,True,False,False,True,False,58,255,Undiscovered,20.0,70,True,,Brown,Legs,16.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Mime Jr,439,Soundproof~Filter~Technician,Psychic~Fairy,20,25,45,70,90,60,6,130,Mime Pokémon,4,0.5,False,True,False,False,True,False,62,145,Undiscovered,25.0,70,False,,Pink,Humanoid,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Happiny,440,Natural Cure~Serene Grace~Friend Guard,Normal,100,5,5,15,65,30,6,244,Playhouse Pokémon,4,1.0,False,True,False,False,True,False,110,130,Undiscovered,40.0,140,True,,Pink,Humanoid,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Chatot,441,Keen Eye~Tangled Feet~Big Pecks,Normal~Flying,76,65,45,92,42,91,5,19,Music Note Pokémon,4,0.5,False,False,False,False,True,False,144,30,Flying,20.0,35,False,,Black,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Spiritomb,442,Pressure~Infiltrator,Ghost~Dark,50,92,108,92,108,35,10,1080,Forbidden Pokémon,4,0.5,False,False,False,False,True,False,170,100,Amorphous,30.0,70,False,,Purple,Blob,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Gible,443,Sand Veil~Rough Skin,Dragon~Ground,58,70,45,40,45,42,7,205,Land Shark Pokémon,4,0.5,False,False,False,False,True,False,60,45,Monster~Dragon,40.0,70,True,,Blue,Upright,9.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Gabite,444,Sand Veil~Rough Skin,Dragon~Ground,68,90,65,50,55,82,14,560,Cave Pokémon,4,0.5,False,False,False,False,True,False,144,45,Monster~Dragon,40.0,70,True,Gible,Blue,Upright,9.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Garchomp,445,Sand Veil~Rough Skin,Dragon~Ground,108,130,95,80,85,102,19,950,Mach Pokémon,4,0.5,False,False,False,False,True,True,270,45,Monster~Dragon,40.0,70,False,Gabite,Blue,Upright,9.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Garchomp Mega,445,Sand Force,Dragon~Ground,108,170,115,120,95,92,19,950,Mach Pokémon,4,0.5,False,False,False,False,False,True,315,45,Monster~Dragon,40.0,70,False,Gabite,Blue,Upright,9.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Munchlax,446,Pickup~Thick Fat~Gluttony,Normal,135,85,40,40,85,5,6,1050,Big Eater Pokémon,4,0.125,False,True,False,False,True,False,78,50,Undiscovered,40.0,70,True,,Black,Humanoid,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Riolu,447,Steadfast~Inner Focus~Prankster,Fighting,40,70,40,35,40,60,7,202,Emanation Pokémon,4,0.125,False,True,False,False,True,False,57,75,Undiscovered,25.0,70,True,,Blue,Upright,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Lucario,448,Steadfast~Inner Focus~Justified,Fighting~Steel,70,110,70,115,70,90,12,540,Aura Pokémon,4,0.125,False,False,False,False,True,True,184,45,Field~Human-Like,25.0,70,False,Riolu,Blue,Upright,4.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
Lucario Mega,448,Adaptability,Fighting~Steel,70,145,88,140,70,112,13,575,Aura Pokémon,4,0.125,False,False,False,False,False,True,219,45,Field~Human-Like,25.0,70,False,Riolu,Blue,Upright,4.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
Hippopotas,449,Sand Stream~Sand Force,Ground,68,72,78,38,42,32,8,495,Hippo Pokémon,4,0.5,False,False,False,False,True,False,66,140,Field,30.0,70,True,,Brown,Quadruped,17.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Hippowdon,450,Sand Stream~Sand Force,Ground,108,112,118,68,72,47,20,3000,Heavyweight Pokémon,4,0.5,False,False,False,False,True,False,184,60,Field,30.0,70,False,Hippopotas,Brown,Quadruped,17.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Skorupi,451,Battle Armor~Sniper~Keen Eye,Poison~Bug,40,50,90,30,55,65,8,120,Scorpion Pokémon,4,0.5,False,False,False,False,True,False,66,120,Bug~Water 3,20.0,70,True,,Purple,Armor,13.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Drapion,452,Battle Armor~Sniper~Keen Eye,Poison~Dark,70,90,110,60,75,95,13,615,Ogre Scorpion Pokémon,4,0.5,False,False,False,False,True,False,175,45,Bug~Water 3,20.0,70,False,Skorupi,Purple,Armor,5.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Croagunk,453,Anticipation~Dry Skin~Poison Touch,Poison~Fighting,48,61,40,61,40,50,7,230,Toxic Mouth Pokémon,4,0.5,False,False,False,False,True,False,60,140,Human-Like,10.0,100,True,,Blue,Humanoid,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
Toxicroak,454,Anticipation~Dry Skin~Poison Touch,Poison~Fighting,83,106,65,86,65,85,13,444,Toxic Mouth Pokémon,4,0.5,False,False,False,False,True,False,172,75,Human-Like,20.0,70,False,Croagunk,Blue,Humanoid,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
Carnivine,455,Levitate,Grass,74,100,72,90,72,46,14,270,Bug Catcher Pokémon,4,0.5,False,False,False,False,True,False,159,200,Grass,25.0,70,False,,Green,Tentacles,43.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Finneon,456,Swift Swim~Storm Drain~Water Veil,Water,49,49,56,49,61,66,4,70,Wing Fish Pokémon,4,0.5,False,False,False,False,True,False,66,190,Water 2,20.0,70,True,,Blue,Fish,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Lumineon,457,Swift Swim~Storm Drain~Water Veil,Water,69,69,76,69,86,91,12,240,Neon Pokémon,4,0.5,False,False,False,False,True,False,161,75,Water 2,20.0,70,False,Finneon,Blue,Fish,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Mantyke,458,Swift Swim~Water Absorb~Water Veil,Water~Flying,45,20,50,60,120,50,10,650,Kite Pokémon,4,0.5,False,True,False,False,True,False,69,25,Undiscovered,25.0,70,True,,Blue,Wings,8.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
